label,path,split
dog,animals/dogs/00734-3846168896.png,train
dog,animals/dogs/00604-3846168766.png,train
cat,animals/cats/00434-200124744.png,train
dog,animals/dogs/00541-3846168703.png,train
dog,animals/dogs/00884-3846169046.png,train
dog,animals/dogs/00959-3846169121.png,train
dog,animals/dogs/00634-3846168796.png,train
cat,animals/cats/00199-200124509.png,train
dog,animals/dogs/00928-3846169090.png,train
dog,animals/dogs/00994-127787248.png,train
dog,animals/dogs/00736-3846168898.png,train
dog,animals/dogs/00714-3846168876.png,train
dog,animals/dogs/00807-3846168969.png,train
dog,animals/dogs/00956-3846169118.png,train
dog,animals/dogs/00588-3846168750.png,train
dog,animals/dogs/00694-3846168856.png,train
dog,animals/dogs/00783-3846168945.png,train
dog,animals/dogs/00648-3846168810.png,train
dog,animals/dogs/00833-3846168995.png,train
cat,animals/cats/00484-200124794.png,train
cat,animals/cats/00494-200124804.png,train
dog,animals/dogs/00692-3846168854.png,train
dog,animals/dogs/00543-3846168705.png,train
cat,animals/cats/00102-200124412.png,train
cat,animals/cats/00364-200124674.png,train
dog,animals/dogs/00967-3846169129.png,train
cat,animals/cats/00298-200124608.png,train
cat,animals/cats/00382-200124692.png,train
dog,animals/dogs/00947-3846169109.png,train
cat,animals/cats/00395-200124705.png,train
dog,animals/dogs/00800-3846168962.png,train
dog,animals/dogs/00861-3846169023.png,train
dog,animals/dogs/00955-3846169117.png,train
dog,animals/dogs/00585-3846168747.png,train
dog,animals/dogs/00568-3846168730.png,train
cat,animals/cats/00216-200124526.png,train
dog,animals/dogs/00802-3846168964.png,train
cat,animals/cats/00032-200124342.png,train
cat,animals/cats/00376-200124686.png,train
cat,animals/cats/00230-200124540.png,train
cat,animals/cats/00166-200124476.png,train
cat,animals/cats/00480-200124790.png,train
cat,animals/cats/00234-200124544.png,train
dog,animals/dogs/00887-3846169049.png,train
cat,animals/cats/00344-200124654.png,train
cat,animals/cats/00040-200124350.png,train
dog,animals/dogs/00790-3846168952.png,train
cat,animals/cats/00228-200124538.png,train
cat,animals/cats/00016-4122619889.png,train
dog,animals/dogs/00760-3846168922.png,train
cat,animals/cats/00264-200124574.png,train
dog,animals/dogs/00756-3846168918.png,train
cat,animals/cats/00177-200124487.png,train
dog,animals/dogs/00960-3846169122.png,train
dog,animals/dogs/00703-3846168865.png,train
dog,animals/dogs/00724-3846168886.png,train
dog,animals/dogs/00670-3846168832.png,train
cat,animals/cats/00394-200124704.png,train
cat,animals/cats/00052-200124362.png,train
dog,animals/dogs/00762-3846168924.png,train
dog,animals/dogs/00910-3846169072.png,train
dog,animals/dogs/00931-3846169093.png,train
dog,animals/dogs/00787-3846168949.png,train
dog,animals/dogs/00842-3846169004.png,train
cat,animals/cats/00130-200124440.png,train
cat,animals/cats/00051-200124361.png,train
cat,animals/cats/00466-200124776.png,train
dog,animals/dogs/00708-3846168870.png,train
cat,animals/cats/00460-200124770.png,train
cat,animals/cats/00009-4122619882.png,train
cat,animals/cats/00315-200124625.png,train
dog,animals/dogs/00507-3846168669.png,train
dog,animals/dogs/00905-3846169067.png,train
dog,animals/dogs/00834-3846168996.png,train
cat,animals/cats/00389-200124699.png,train
dog,animals/dogs/00542-3846168704.png,train
cat,animals/cats/00175-200124485.png,train
dog,animals/dogs/00853-3846169015.png,train
dog,animals/dogs/00528-3846168690.png,train
dog,animals/dogs/00877-3846169039.png,train
cat,animals/cats/00297-200124607.png,train
cat,animals/cats/00091-200124401.png,train
cat,animals/cats/00115-200124425.png,train
dog,animals/dogs/00814-3846168976.png,train
dog,animals/dogs/00984-127787238.png,train
cat,animals/cats/00269-200124579.png,train
cat,animals/cats/00037-200124347.png,train
cat,animals/cats/00063-200124373.png,train
cat,animals/cats/00400-200124710.png,train
cat,animals/cats/00372-200124682.png,train
cat,animals/cats/00337-200124647.png,train
cat,animals/cats/00462-200124772.png,train
dog,animals/dogs/00915-3846169077.png,train
cat,animals/cats/00035-200124345.png,train
cat,animals/cats/00384-200124694.png,train
cat,animals/cats/00309-200124619.png,train
dog,animals/dogs/00683-3846168845.png,train
cat,animals/cats/00481-200124791.png,train
dog,animals/dogs/00658-3846168820.png,train
dog,animals/dogs/00918-3846169080.png,train
cat,animals/cats/00451-200124761.png,train
dog,animals/dogs/00845-3846169007.png,train
dog,animals/dogs/00902-3846169064.png,train
cat,animals/cats/00238-200124548.png,train
cat,animals/cats/00482-200124792.png,train
cat,animals/cats/00255-200124565.png,train
cat,animals/cats/00136-200124446.png,train
dog,animals/dogs/00671-3846168833.png,train
dog,animals/dogs/00728-3846168890.png,train
dog,animals/dogs/00680-3846168842.png,train
cat,animals/cats/00459-200124769.png,train
cat,animals/cats/00450-200124760.png,train
cat,animals/cats/00352-200124662.png,train
cat,animals/cats/00165-200124475.png,train
dog,animals/dogs/00621-3846168783.png,train
dog,animals/dogs/00858-3846169020.png,train
cat,animals/cats/00158-200124468.png,train
cat,animals/cats/00125-200124435.png,train
cat,animals/cats/00109-200124419.png,train
dog,animals/dogs/00643-3846168805.png,train
dog,animals/dogs/00718-3846168880.png,train
dog,animals/dogs/00522-3846168684.png,train
dog,animals/dogs/00979-127787233.png,train
dog,animals/dogs/00836-3846168998.png,train
cat,animals/cats/00373-200124683.png,train
dog,animals/dogs/00862-3846169024.png,train
dog,animals/dogs/00798-3846168960.png,train
dog,animals/dogs/00690-3846168852.png,train
cat,animals/cats/00192-200124502.png,train
dog,animals/dogs/00655-3846168817.png,train
dog,animals/dogs/00786-3846168948.png,train
dog,animals/dogs/00557-3846168719.png,train
cat,animals/cats/00424-200124734.png,train
cat,animals/cats/00316-200124626.png,train
cat,animals/cats/00332-200124642.png,train
cat,animals/cats/00409-200124719.png,train
cat,animals/cats/00006-4122619879.png,train
dog,animals/dogs/00513-3846168675.png,train
cat,animals/cats/00134-200124444.png,train
cat,animals/cats/00406-200124716.png,train
cat,animals/cats/00438-200124748.png,train
dog,animals/dogs/00926-3846169088.png,train
cat,animals/cats/00274-200124584.png,train
cat,animals/cats/00444-200124754.png,train
dog,animals/dogs/00832-3846168994.png,train
dog,animals/dogs/00782-3846168944.png,train
dog,animals/dogs/00572-3846168734.png,train
cat,animals/cats/00453-200124763.png,train
dog,animals/dogs/00686-3846168848.png,train
dog,animals/dogs/00561-3846168723.png,train
dog,animals/dogs/00520-3846168682.png,train
dog,animals/dogs/00601-3846168763.png,train
cat,animals/cats/00472-200124782.png,train
dog,animals/dogs/00938-3846169100.png,train
cat,animals/cats/00174-200124484.png,train
cat,animals/cats/00343-200124653.png,train
dog,animals/dogs/00828-3846168990.png,train
dog,animals/dogs/00502-3846168664.png,train
dog,animals/dogs/00562-3846168724.png,train
cat,animals/cats/00455-200124765.png,train
dog,animals/dogs/00651-3846168813.png,train
dog,animals/dogs/00527-3846168689.png,train
dog,animals/dogs/00934-3846169096.png,train
dog,animals/dogs/00526-3846168688.png,train
dog,animals/dogs/00991-127787245.png,train
dog,animals/dogs/00808-3846168970.png,train
dog,animals/dogs/00685-3846168847.png,train
dog,animals/dogs/00848-3846169010.png,train
cat,animals/cats/00211-200124521.png,train
dog,animals/dogs/00913-3846169075.png,train
dog,animals/dogs/00647-3846168809.png,train
dog,animals/dogs/00571-3846168733.png,train
cat,animals/cats/00328-200124638.png,train
dog,animals/dogs/00563-3846168725.png,train
cat,animals/cats/00200-200124510.png,train
cat,animals/cats/00259-200124569.png,train
cat,animals/cats/00119-200124429.png,train
cat,animals/cats/00326-200124636.png,train
cat,animals/cats/00019-4122619892.png,train
dog,animals/dogs/00859-3846169021.png,train
dog,animals/dogs/00534-3846168696.png,train
dog,animals/dogs/00892-3846169054.png,train
dog,animals/dogs/00597-3846168759.png,train
dog,animals/dogs/00518-3846168680.png,train
dog,animals/dogs/00640-3846168802.png,train
cat,animals/cats/00407-200124717.png,train
cat,animals/cats/00495-200124805.png,train
dog,animals/dogs/00908-3846169070.png,train
cat,animals/cats/00356-200124666.png,train
dog,animals/dogs/00682-3846168844.png,train
cat,animals/cats/00250-200124560.png,train
dog,animals/dogs/00843-3846169005.png,train
cat,animals/cats/00374-200124684.png,train
cat,animals/cats/00244-200124554.png,train
cat,animals/cats/00227-200124537.png,train
cat,animals/cats/00163-200124473.png,train
cat,animals/cats/00249-200124559.png,train
dog,animals/dogs/00888-3846169050.png,train
dog,animals/dogs/00709-3846168871.png,train
cat,animals/cats/00062-200124372.png,train
cat,animals/cats/00056-200124366.png,train
dog,animals/dogs/00676-3846168838.png,train
cat,animals/cats/00268-200124578.png,train
cat,animals/cats/00291-200124601.png,train
dog,animals/dogs/00962-3846169124.png,train
cat,animals/cats/00220-200124530.png,train
cat,animals/cats/00379-200124689.png,train
dog,animals/dogs/00589-3846168751.png,train
dog,animals/dogs/00668-3846168830.png,train
cat,animals/cats/00368-200124678.png,train
cat,animals/cats/00078-200124388.png,train
cat,animals/cats/00411-200124721.png,train
cat,animals/cats/00049-200124359.png,train
cat,animals/cats/00161-200124471.png,train
dog,animals/dogs/00849-3846169011.png,train
cat,animals/cats/00246-200124556.png,train
cat,animals/cats/00304-200124614.png,train
cat,animals/cats/00041-200124351.png,train
dog,animals/dogs/00874-3846169036.png,train
dog,animals/dogs/00704-3846168866.png,train
dog,animals/dogs/00803-3846168965.png,train
dog,animals/dogs/00748-3846168910.png,train
cat,animals/cats/00039-200124349.png,train
dog,animals/dogs/00771-3846168933.png,train
dog,animals/dogs/00889-3846169051.png,train
dog,animals/dogs/00505-3846168667.png,train
cat,animals/cats/00387-200124697.png,train
cat,animals/cats/00225-200124535.png,train
dog,animals/dogs/00553-3846168715.png,train
dog,animals/dogs/00981-127787235.png,train
cat,animals/cats/00239-200124549.png,train
dog,animals/dogs/00840-3846169002.png,train
cat,animals/cats/00267-200124577.png,train
dog,animals/dogs/00852-3846169014.png,train
cat,animals/cats/00224-200124534.png,train
cat,animals/cats/00022-4122619895.png,train
dog,animals/dogs/00923-3846169085.png,train
dog,animals/dogs/00684-3846168846.png,train
dog,animals/dogs/00650-3846168812.png,train
cat,animals/cats/00240-200124550.png,train
dog,animals/dogs/00837-3846168999.png,train
dog,animals/dogs/00965-3846169127.png,train
dog,animals/dogs/00987-127787241.png,train
dog,animals/dogs/00916-3846169078.png,train
dog,animals/dogs/00532-3846168694.png,train
dog,animals/dogs/00580-3846168742.png,train
dog,animals/dogs/00804-3846168966.png,train
dog,animals/dogs/00654-3846168816.png,train
dog,animals/dogs/00813-3846168975.png,train
cat,animals/cats/00260-200124570.png,train
cat,animals/cats/00339-200124649.png,train
dog,animals/dogs/00943-3846169105.png,train
dog,animals/dogs/00899-3846169061.png,train
dog,animals/dogs/00712-3846168874.png,train
cat,animals/cats/00070-200124380.png,train
cat,animals/cats/00147-200124457.png,train
dog,animals/dogs/00999-127787253.png,train
dog,animals/dogs/00551-3846168713.png,train
dog,animals/dogs/00976-127787230.png,train
cat,animals/cats/00106-200124416.png,train
cat,animals/cats/00197-200124507.png,train
cat,animals/cats/00075-200124385.png,train
dog,animals/dogs/00702-3846168864.png,train
dog,animals/dogs/00587-3846168749.png,train
cat,animals/cats/00112-200124422.png,train
cat,animals/cats/00457-200124767.png,train
dog,animals/dogs/00911-3846169073.png,train
cat,animals/cats/00474-200124784.png,train
dog,animals/dogs/00735-3846168897.png,train
dog,animals/dogs/00742-3846168904.png,train
dog,animals/dogs/00750-3846168912.png,train
dog,animals/dogs/00606-3846168768.png,train
dog,animals/dogs/00860-3846169022.png,train
cat,animals/cats/00327-200124637.png,train
cat,animals/cats/00371-200124681.png,train
dog,animals/dogs/00739-3846168901.png,train
cat,animals/cats/00432-200124742.png,train
dog,animals/dogs/00504-3846168666.png,train
dog,animals/dogs/00592-3846168754.png,train
dog,animals/dogs/00820-3846168982.png,train
cat,animals/cats/00045-200124355.png,train
cat,animals/cats/00334-200124644.png,train
cat,animals/cats/00357-200124667.png,train
cat,animals/cats/00280-200124590.png,train
dog,animals/dogs/00770-3846168932.png,train
cat,animals/cats/00398-200124708.png,train
dog,animals/dogs/00678-3846168840.png,train
dog,animals/dogs/00570-3846168732.png,train
dog,animals/dogs/00645-3846168807.png,train
cat,animals/cats/00098-200124408.png,train
cat,animals/cats/00287-200124597.png,train
cat,animals/cats/00002-4122619875.png,train
cat,animals/cats/00317-200124627.png,train
cat,animals/cats/00346-200124656.png,train
cat,animals/cats/00117-200124427.png,train
cat,animals/cats/00149-200124459.png,train
cat,animals/cats/00306-200124616.png,train
cat,animals/cats/00160-200124470.png,train
cat,animals/cats/00361-200124671.png,train
dog,animals/dogs/00732-3846168894.png,train
cat,animals/cats/00068-200124378.png,train
dog,animals/dogs/00777-3846168939.png,train
cat,animals/cats/00440-200124750.png,train
dog,animals/dogs/00975-127787229.png,train
dog,animals/dogs/00595-3846168757.png,train
dog,animals/dogs/00872-3846169034.png,train
dog,animals/dogs/00829-3846168991.png,train
cat,animals/cats/00176-200124486.png,train
cat,animals/cats/00351-200124661.png,train
dog,animals/dogs/00881-3846169043.png,train
dog,animals/dogs/00719-3846168881.png,train
dog,animals/dogs/00995-127787249.png,train
cat,animals/cats/00050-200124360.png,train
dog,animals/dogs/00811-3846168973.png,train
dog,animals/dogs/00966-3846169128.png,train
dog,animals/dogs/00638-3846168800.png,train
cat,animals/cats/00397-200124707.png,train
dog,animals/dogs/00785-3846168947.png,train
cat,animals/cats/00010-4122619883.png,train
dog,animals/dogs/00773-3846168935.png,train
cat,animals/cats/00468-200124778.png,train
cat,animals/cats/00030-200124340.png,train
cat,animals/cats/00258-200124568.png,train
dog,animals/dogs/00886-3846169048.png,train
cat,animals/cats/00412-200124722.png,train
dog,animals/dogs/00535-3846168697.png,train
cat,animals/cats/00404-200124714.png,train
cat,animals/cats/00498-200124808.png,train
cat,animals/cats/00385-200124695.png,train
cat,animals/cats/00021-4122619894.png,train
dog,animals/dogs/00630-3846168792.png,train
dog,animals/dogs/00578-3846168740.png,train
cat,animals/cats/00013-4122619886.png,train
dog,animals/dogs/00778-3846168940.png,train
cat,animals/cats/00188-200124498.png,train
cat,animals/cats/00099-200124409.png,train
dog,animals/dogs/00641-3846168803.png,train
cat,animals/cats/00448-200124758.png,train
dog,animals/dogs/00569-3846168731.png,train
dog,animals/dogs/00945-3846169107.png,train
dog,animals/dogs/00607-3846168769.png,train
dog,animals/dogs/00669-3846168831.png,train
cat,animals/cats/00381-200124691.png,train
cat,animals/cats/00144-200124454.png,train
dog,animals/dogs/00978-127787232.png,train
cat,animals/cats/00067-200124377.png,train
cat,animals/cats/00488-200124798.png,train
dog,animals/dogs/00698-3846168860.png,train
cat,animals/cats/00402-200124712.png,train
cat,animals/cats/00232-200124542.png,train
dog,animals/dogs/00936-3846169098.png,train
dog,animals/dogs/00512-3846168674.png,train
dog,animals/dogs/00940-3846169102.png,train
cat,animals/cats/00333-200124643.png,train
dog,animals/dogs/00649-3846168811.png,train
cat,animals/cats/00443-200124753.png,train
dog,animals/dogs/00730-3846168892.png,train
cat,animals/cats/00366-200124676.png,train
dog,animals/dogs/00720-3846168882.png,train
dog,animals/dogs/00679-3846168841.png,train
dog,animals/dogs/00633-3846168795.png,train
cat,animals/cats/00118-200124428.png,train
dog,animals/dogs/00883-3846169045.png,train
dog,animals/dogs/00705-3846168867.png,train
cat,animals/cats/00441-200124751.png,train
dog,animals/dogs/00659-3846168821.png,train
cat,animals/cats/00431-200124741.png,train
dog,animals/dogs/00674-3846168836.png,train
dog,animals/dogs/00890-3846169052.png,train
cat,animals/cats/00012-4122619885.png,train
dog,animals/dogs/00815-3846168977.png,train
cat,animals/cats/00285-200124595.png,train
cat,animals/cats/00284-200124594.png,train
cat,animals/cats/00159-200124469.png,train
cat,animals/cats/00086-200124396.png,train
cat,animals/cats/00023-4122619896.png,train
dog,animals/dogs/00846-3846169008.png,train
dog,animals/dogs/00706-3846168868.png,train
cat,animals/cats/00079-200124389.png,train
dog,animals/dogs/00764-3846168926.png,train
cat,animals/cats/00305-200124615.png,train
dog,animals/dogs/00941-3846169103.png,train
cat,animals/cats/00439-200124749.png,train
dog,animals/dogs/00567-3846168729.png,train
cat,animals/cats/00108-200124418.png,train
dog,animals/dogs/00524-3846168686.png,train
dog,animals/dogs/00637-3846168799.png,train
cat,animals/cats/00314-200124624.png,train
cat,animals/cats/00452-200124762.png,train
cat,animals/cats/00111-200124421.png,train
cat,animals/cats/00275-200124585.png,train
cat,animals/cats/00142-200124452.png,train
cat,animals/cats/00132-200124442.png,train
cat,animals/cats/00276-200124586.png,train
cat,animals/cats/00194-200124504.png,train
dog,animals/dogs/00722-3846168884.png,train
cat,animals/cats/00042-200124352.png,train
dog,animals/dogs/00914-3846169076.png,train
cat,animals/cats/00071-200124381.png,train
cat,animals/cats/00319-200124629.png,train
dog,animals/dogs/00876-3846169038.png,train
dog,animals/dogs/00854-3846169016.png,train
dog,animals/dogs/00652-3846168814.png,train
dog,animals/dogs/00615-3846168777.png,train
cat,animals/cats/00054-200124364.png,train
cat,animals/cats/00138-200124448.png,train
cat,animals/cats/00123-200124433.png,train
cat,animals/cats/00198-200124508.png,train
cat,animals/cats/00212-200124522.png,train
dog,animals/dogs/00882-3846169044.png,train
cat,animals/cats/00369-200124679.png,train
dog,animals/dogs/00666-3846168828.png,train
cat,animals/cats/00367-200124677.png,train
cat,animals/cats/00445-200124755.png,train
cat,animals/cats/00390-200124700.png,train
dog,animals/dogs/00653-3846168815.png,train
cat,animals/cats/00029-200124339.png,train
cat,animals/cats/00026-200124336.png,train
cat,animals/cats/00059-200124369.png,train
cat,animals/cats/00471-200124781.png,train
dog,animals/dogs/00631-3846168793.png,train
dog,animals/dogs/00656-3846168818.png,train
cat,animals/cats/00233-200124543.png,train
cat,animals/cats/00312-200124622.png,train
cat,animals/cats/00152-200124462.png,train
cat,animals/cats/00492-200124802.png,train
cat,animals/cats/00101-200124411.png,train
dog,animals/dogs/00608-3846168770.png,train
dog,animals/dogs/00548-3846168710.png,train
dog,animals/dogs/00755-3846168917.png,train
dog,animals/dogs/00944-3846169106.png,train
dog,animals/dogs/00823-3846168985.png,train
dog,animals/dogs/00912-3846169074.png,train
dog,animals/dogs/00529-3846168691.png,train
cat,animals/cats/00415-200124725.png,train
dog,animals/dogs/00508-3846168670.png,train
dog,animals/dogs/00816-3846168978.png,train
cat,animals/cats/00386-200124696.png,train
cat,animals/cats/00405-200124715.png,train
dog,animals/dogs/00871-3846169033.png,train
dog,animals/dogs/00797-3846168959.png,train
cat,animals/cats/00254-200124564.png,train
cat,animals/cats/00097-200124407.png,train
cat,animals/cats/00410-200124720.png,train
dog,animals/dogs/00556-3846168718.png,train
dog,animals/dogs/00929-3846169091.png,train
dog,animals/dogs/00747-3846168909.png,train
cat,animals/cats/00456-200124766.png,train
dog,animals/dogs/00582-3846168744.png,train
dog,animals/dogs/00723-3846168885.png,train
dog,animals/dogs/00901-3846169063.png,train
cat,animals/cats/00360-200124670.png,train
cat,animals/cats/00000-4122619873.png,train
cat,animals/cats/00219-200124529.png,train
cat,animals/cats/00127-200124437.png,train
dog,animals/dogs/00993-127787247.png,train
dog,animals/dogs/00933-3846169095.png,train
dog,animals/dogs/00793-3846168955.png,train
cat,animals/cats/00124-200124434.png,train
cat,animals/cats/00282-200124592.png,train
dog,animals/dogs/00799-3846168961.png,train
dog,animals/dogs/00983-127787237.png,train
dog,animals/dogs/00844-3846169006.png,train
cat,animals/cats/00182-200124492.png,train
dog,animals/dogs/00907-3846169069.png,train
dog,animals/dogs/00767-3846168929.png,train
cat,animals/cats/00060-200124370.png,train
cat,animals/cats/00151-200124461.png,train
dog,animals/dogs/00661-3846168823.png,train
dog,animals/dogs/00784-3846168946.png,train
cat,animals/cats/00294-200124604.png,train
cat,animals/cats/00092-200124402.png,train
dog,animals/dogs/00989-127787243.png,train
dog,animals/dogs/00699-3846168861.png,train
cat,animals/cats/00391-200124701.png,train
dog,animals/dogs/00900-3846169062.png,train
dog,animals/dogs/00609-3846168771.png,train
cat,animals/cats/00392-200124702.png,train
dog,animals/dogs/00594-3846168756.png,train
cat,animals/cats/00302-200124612.png,train
cat,animals/cats/00483-200124793.png,train
dog,animals/dogs/00506-3846168668.png,train
dog,animals/dogs/00725-3846168887.png,train
cat,animals/cats/00399-200124709.png,train
dog,animals/dogs/00838-3846169000.png,train
dog,animals/dogs/00612-3846168774.png,train
dog,animals/dogs/00922-3846169084.png,train
dog,animals/dogs/00864-3846169026.png,train
dog,animals/dogs/00818-3846168980.png,train
cat,animals/cats/00089-200124399.png,train
dog,animals/dogs/00763-3846168925.png,train
cat,animals/cats/00248-200124558.png,train
cat,animals/cats/00187-200124497.png,train
dog,animals/dogs/00985-127787239.png,train
dog,animals/dogs/00663-3846168825.png,train
cat,animals/cats/00231-200124541.png,train
cat,animals/cats/00378-200124688.png,train
dog,animals/dogs/00951-3846169113.png,train
dog,animals/dogs/00774-3846168936.png,train
dog,animals/dogs/00729-3846168891.png,train
cat,animals/cats/00195-200124505.png,train
cat,animals/cats/00425-200124735.png,train
dog,animals/dogs/00821-3846168983.png,train
cat,animals/cats/00401-200124711.png,train
dog,animals/dogs/00794-3846168956.png,train
dog,animals/dogs/00616-3846168778.png,train
cat,animals/cats/00184-200124494.png,train
cat,animals/cats/00005-4122619878.png,train
cat,animals/cats/00072-200124382.png,train
cat,animals/cats/00201-200124511.png,train
dog,animals/dogs/00664-3846168826.png,train
dog,animals/dogs/00759-3846168921.png,train
cat,animals/cats/00043-200124353.png,train
cat,animals/cats/00370-200124680.png,train
dog,animals/dogs/00596-3846168758.png,train
dog,animals/dogs/00851-3846169013.png,train
dog,animals/dogs/00920-3846169082.png,train
cat,animals/cats/00464-200124774.png,train
dog,animals/dogs/00963-3846169125.png,train
cat,animals/cats/00454-200124764.png,train
cat,animals/cats/00103-200124413.png,train
dog,animals/dogs/00839-3846169001.png,train
dog,animals/dogs/00917-3846169079.png,train
dog,animals/dogs/00831-3846168993.png,train
dog,animals/dogs/00751-3846168913.png,train
dog,animals/dogs/00870-3846169032.png,train
dog,animals/dogs/00715-3846168877.png,train
cat,animals/cats/00139-200124449.png,train
cat,animals/cats/00278-200124588.png,train
dog,animals/dogs/00519-3846168681.png,train
dog,animals/dogs/00893-3846169055.png,train
dog,animals/dogs/00998-127787252.png,train
dog,animals/dogs/00812-3846168974.png,train
dog,animals/dogs/00600-3846168762.png,train
dog,animals/dogs/00501-3846168663.png,train
cat,animals/cats/00077-200124387.png,train
dog,animals/dogs/00665-3846168827.png,train
cat,animals/cats/00146-200124456.png,train
dog,animals/dogs/00711-3846168873.png,train
dog,animals/dogs/00552-3846168714.png,train
dog,animals/dogs/00788-3846168950.png,train
cat,animals/cats/00226-200124536.png,train
dog,animals/dogs/00973-3846169135.png,train
dog,animals/dogs/00533-3846168695.png,train
dog,animals/dogs/00835-3846168997.png,train
dog,animals/dogs/00744-3846168906.png,train
cat,animals/cats/00154-200124464.png,train
dog,animals/dogs/00716-3846168878.png,train
cat,animals/cats/00331-200124641.png,train
cat,animals/cats/00272-200124582.png,train
dog,animals/dogs/00992-127787246.png,train
cat,animals/cats/00416-200124726.png,train
dog,animals/dogs/00500-3846168662.png,train
dog,animals/dogs/00847-3846169009.png,train
cat,animals/cats/00307-200124617.png,train
cat,animals/cats/00180-200124490.png,train
cat,animals/cats/00310-200124620.png,train
dog,animals/dogs/00625-3846168787.png,train
dog,animals/dogs/00766-3846168928.png,train
dog,animals/dogs/00677-3846168839.png,train
cat,animals/cats/00193-200124503.png,train
dog,animals/dogs/00903-3846169065.png,train
dog,animals/dogs/00879-3846169041.png,train
cat,animals/cats/00100-200124410.png,train
cat,animals/cats/00014-4122619887.png,train
cat,animals/cats/00140-200124450.png,train
dog,animals/dogs/00605-3846168767.png,train
dog,animals/dogs/00622-3846168784.png,train
dog,animals/dogs/00586-3846168748.png,train
cat,animals/cats/00126-200124436.png,train
cat,animals/cats/00403-200124713.png,train
cat,animals/cats/00279-200124589.png,train
cat,animals/cats/00082-200124392.png,train
cat,animals/cats/00069-200124379.png,train
cat,animals/cats/00178-200124488.png,train
dog,animals/dogs/00863-3846169025.png,train
dog,animals/dogs/00954-3846169116.png,train
dog,animals/dogs/00988-127787242.png,train
dog,animals/dogs/00806-3846168968.png,train
cat,animals/cats/00208-200124518.png,train
cat,animals/cats/00318-200124628.png,train
cat,animals/cats/00311-200124621.png,train
cat,animals/cats/00189-200124499.png,train
dog,animals/dogs/00525-3846168687.png,train
cat,animals/cats/00241-200124551.png,train
cat,animals/cats/00338-200124648.png,train
dog,animals/dogs/00646-3846168808.png,train
cat,animals/cats/00288-200124598.png,train
cat,animals/cats/00436-200124746.png,train
dog,animals/dogs/00620-3846168782.png,train
cat,animals/cats/00271-200124581.png,train
cat,animals/cats/00377-200124687.png,train
cat,animals/cats/00473-200124783.png,train
cat,animals/cats/00485-200124795.png,train
dog,animals/dogs/00576-3846168738.png,train
cat,animals/cats/00171-200124481.png,train
